FULLPOLICY_NB,POLICYEFFECTIVE_DT,ACCOUNTING_MONTH,INSUREDITEM_TP,POLICYRATEDSTATE_TP,RATEDCOUNTY_TP,ZIP,HAZARD_SCORE,INTEGRATEDCOVERAGE_TP,PROPERTYCOVERAGESUBTYPE_TP,CONSTRUCTION_TP,ROOF_TP,DWELLINGSQUAREFEET_CT,DWELLINGSTORY_CT,HOME_AGE_YR,HAS_MORTGAGE,RATEDINSUREDAGE_CT,MERITPOINT_CT,CREDITMODEL_CD,AGENT_CHANNEL,DIRECTWRITTENPREMIUM_AM,EARNEDPREMIUM_AM,TAX_AM,COMMISSION_EXPENSE_AM,ADMIN_EXPENSE_AM,PPCVRGLIMIT_AM,GROSSLOSSPAIO_AM,CLAIMCOUNT_CT,EARNEDEXPOSURE_CT,WRITENEXPOSURE_CT,POLICYTERM_CT,SEASONAL_IN,MULTIPRODUCTDISCOUNT_FLAG,DelequencyFlag,DiscountRate,New_Existing_Recurring_Flag,NETLOSS_PAID_AM,POLICY_RENEWED_FLAG
HA00019999,2025-11-02,2025-11,19,48,848,77019,0.06,HO6,2511,1,3,2137,2,24,True,42,7,INTRNL06,Independent,2830.94,2618.62,127.39,424.64,134.93,256440.0,0.0,0,1.0,1.0,12,False,False,False,0.0249,New,0.0,False
HA00020000,2024-03-28,2024-03,18,12,847,33980,0.39,HO3,2511,2,1,2584,1,25,True,60,9,ASSIST01,Captive,2461.49,2276.88,110.77,246.15,123.84,797571.85,0.0,0,1.0,1.0,12,False,False,False,0.007,New,0.0,True
HA00020001,2022-03-01,2022-03,20,36,1772,10036,0.24,HO2,2537,1,5,1234,1,39,True,35,9,ASSIST03,Independent,1017.51,941.2,45.79,152.63,80.53,383209.07,0.0,0,1.0,1.0,12,False,False,False,0.0323,New,0.0,False
HA00020002,2023-04-12,2023-04,18,48,372,76102,0.07,HO3,2511,1,1,2193,3,1,True,52,8,ASSIST03,Independent,2599.92,2404.93,117.0,389.99,128.0,360103.43,0.0,0,1.0,1.0,12,False,False,False,0.046,New,0.0,True
HA00020003,2023-09-20,2023-09,18,12,1282,33701,0.79,HO3,2511,4,1,1933,2,45,True,39,4,INTRNL06,Captive,2878.62,2662.72,129.54,287.86,136.36,446938.08,13910.05,1,1.0,1.0,12,False,False,False,0.0019,New,12910.05,False
HA00020004,2023-01-26,2023-01,18,12,1141,33301,0.22,HO3,2511,2,5,1573,2,13,True,43,3,INTRNL06,Independent,1409.73,1304.0,63.44,211.46,92.29,519250.3,0.0,0,0.4986,0.5,6,False,True,False,0.1089,Recurring,0.0,True
HA00020005,2024-07-24,2024-07,19,18,1394,60637,0.21,HO6,2511,1,1,1658,1,59,True,24,2,INTRNL06,Independent,1847.61,1709.04,83.14,277.14,105.43,483232.38,0.0,0,1.0,1.0,12,False,True,False,0.0666,New,0.0,True
HA00020006,2023-11-16,2023-11,18,36,1540,14604,0.11,HO3,2500,4,2,2364,2,9,True,40,2,ASSIST03,Direct,4733.83,4378.79,213.02,378.71,192.01,839623.58,0.0,0,0.4986,0.5,6,False,False,True,0.0128,New,0.0,False
HA00020007,2025-04-25,2025-04,18,12,1457,33701,0.48,HO3,2500,1,3,3354,2,46,True,51,7,ASSIST03,Independent,3155.38,2918.73,141.99,473.31,144.66,402480.0,0.0,0,1.0,1.0,12,False,True,True,0.1008,Existing,0.0,True
HA00020008,2023-05-13,2023-05,7,18,1244,60201,0.29,MHO,2500,2,3,1812,1,27,False,56,9,ASSIST03,Direct,1911.9,1768.51,86.04,152.95,107.36,351952.75,0.0,0,0.4986,0.5,6,False,False,False,0.1229,Recurring,0.0,True
HA00020009,2023-08-23,2023-08,18,12,905,32205,0.4,HO3,2500,2,2,3114,1,36,True,46,1,ASSIST01,Independent,3125.04,2890.66,140.63,468.76,143.75,1187043.35,0.0,0,0.4986,0.5,6,False,False,False,0.0871,Recurring,0.0,True
HA00020010,2025-10-16,2025-10,7,12,809,33156,0.52,MHO,2500,2,3,2069,3,26,False,50,4,ASSIST03,Captive,3377.19,3123.9,151.97,337.72,151.32,587444.25,0.0,0,1.0,1.0,12,False,True,False,0.0293,New,0.0,True
HA00020011,2023-03-25,2023-03,19,06,253,92101,0.42,HO6,2511,4,1,2476,2,61,False,63,2,INTRNL06,Independent,5302.27,4904.6,238.6,795.34,209.07,683062.57,0.0,0,0.4986,0.5,6,False,False,False,0.0031,New,0.0,True
HA00020012,2023-11-11,2023-11,20,12,1691,33458,0.05,HO2,2511,4,2,2737,2,69,False,25,4,INTRNL06,Independent,2194.55,2029.96,98.75,329.18,115.84,918547.35,0.0,0,1.0,1.0,12,False,False,False,0.1276,Recurring,0.0,True
HA00020013,2025-04-19,2025-04,19,36,246,13202,0.45,HO6,2511,1,1,2311,1,55,False,32,8,INTRNL06,Independent,1847.15,1708.61,83.12,277.07,105.41,573051.0,0.0,0,1.0,1.0,12,False,False,False,0.0303,New,0.0,True
HA00020014,2022-05-10,2022-05,18,36,506,14201,0.66,HO3,2537,2,1,2057,1,30,False,66,4,INTRNL06,Captive,2776.44,2568.21,124.94,277.64,133.29,600801.4,0.0,0,0.4986,0.5,6,False,True,False,0.1172,Existing,0.0,True
HA00020015,2022-05-29,2022-05,19,06,480,95008,0.42,HO6,2500,6,3,1490,1,58,True,34,2,INTRNL06,Independent,2482.77,2296.56,111.72,372.42,124.48,630042.14,0.0,0,1.0,1.0,12,False,True,False,0.1274,Recurring,0.0,True
HA00020016,2024-03-28,2024-03,18,48,1813,79902,0.36,HO3,2500,1,1,3057,2,6,False,38,2,INTRNL06,Independent,4591.94,4247.54,206.64,688.79,187.76,376581.65,0.0,0,1.0,1.0,12,False,False,False,0.0547,Existing,0.0,False
HA00020017,2024-08-05,2024-08,18,48,1149,75215,0.51,HO3,2500,1,1,1080,2,60,False,69,6,INTRNL06,Independent,2058.79,1904.38,92.65,308.82,111.76,579013.71,0.0,0,0.4986,0.5,6,False,True,False,0.0729,Existing,0.0,True
HA00020018,2023-05-15,2023-05,18,48,1741,76101,0.51,HO3,2511,1,2,2717,1,9,True,51,2,ASSIST01,Independent,5927.57,5483.0,266.74,889.14,227.83,511196.58,1821.9,1,1.0,1.0,12,False,False,False,0.0231,New,0.0,True
HA00020019,2025-10-10,2025-10,18,36,1838,10950,0.12,HO3,2500,1,5,1728,1,40,True,29,6,INTRNL06,Independent,3809.91,3524.17,171.45,571.49,164.3,381485.12,0.0,0,0.4986,0.5,6,False,False,False,0.1462,Recurring,0.0,False
HA00020020,2025-05-19,2025-05,18,12,1712,32003,0.49,HO3,2537,1,1,1433,1,32,True,44,9,ASSIST01,Independent,1342.39,1241.71,60.41,201.36,90.27,651988.41,0.0,0,1.0,1.0,12,False,False,False,0.0684,Existing,0.0,True
HA00020021,2023-10-20,2023-10,18,26,1592,48202,0.56,HO3,2537,1,5,3120,1,21,False,50,4,INTRNL06,Independent,3270.86,3025.55,147.19,490.63,148.13,261598.61,0.0,0,1.0,1.0,12,False,False,False,0.0109,New,0.0,True
HA00020022,2024-11-19,2024-11,7,48,1300,78202,0.68,MHO,2500,2,1,3223,1,26,False,43,9,ASSIST01,Independent,3839.98,3551.98,172.8,576.0,165.2,460591.84,0.0,0,1.0,1.0,12,False,False,False,0.0784,Existing,0.0,True
HA00020023,2023-07-31,2023-07,18,48,781,75202,0.69,HO3,2511,2,5,2008,1,25,False,65,9,INTRNL06,Independent,1936.85,1791.59,87.16,290.53,108.11,509107.99,0.0,0,1.0,1.0,12,False,True,False,0.096,Existing,0.0,True
HA00020024,2024-11-13,2024-11,18,12,1786,32901,0.71,HO3,2511,4,1,3147,2,17,True,36,5,ASSIST01,Direct,2214.02,2047.97,99.63,177.12,116.42,1050284.0,0.0,0,0.4986,0.5,6,True,False,False,0.114,Recurring,0.0,True
HA00020025,2024-09-10,2024-09,18,18,1990,60615,0.24,HO3,2511,1,1,800,2,30,False,68,2,ASSIST03,Direct,1057.08,977.8,47.57,84.57,81.71,1481888.61,0.0,0,1.0,1.0,12,False,True,True,0.0438,New,0.0,True
HA00020026,2023-12-24,2023-12,18,36,1729,10036,0.04,HO3,2500,2,1,2757,2,42,True,40,9,INTRNL06,Independent,4003.21,3702.97,180.14,600.48,170.1,397008.0,0.0,0,1.0,1.0,12,False,True,False,0.0735,New,0.0,True
HA00020027,2022-08-10,2022-08,18,12,1691,33401,0.29,HO3,2511,1,1,2003,1,57,True,56,10,ASSIST03,Direct,3562.05,3294.9,160.29,284.96,156.86,683061.45,0.0,0,1.0,1.0,12,False,False,False,0.0452,New,0.0,True
HA00020028,2023-08-25,2023-08,18,48,534,77845,0.44,HO3,2500,1,3,2310,1,2,False,36,8,ASSIST01,Independent,1944.43,1798.6,87.5,291.66,108.33,760321.27,0.0,0,1.0,1.0,12,False,True,False,0.0334,New,0.0,True
HA00020029,2023-11-15,2023-11,18,06,650,93101,0.1,HO3,2500,4,1,2845,3,35,False,56,9,ASSIST03,Independent,1718.93,1590.01,77.35,257.84,101.57,754057.64,0.0,0,1.0,1.0,12,True,False,True,0.0561,Existing,0.0,False
HA00020030,2024-01-12,2024-01,18,06,1138,90401,0.21,HO3,2511,1,1,1225,1,43,True,30,9,INTRNL06,Captive,1297.82,1200.48,58.4,129.78,88.93,433030.01,0.0,0,0.4986,0.5,6,False,True,False,0.0936,Existing,0.0,False
HA00020031,2024-07-13,2024-07,18,18,806,60647,0.49,HO3,2537,1,3,1964,1,29,True,38,9,ASSIST03,Independent,1371.71,1268.83,61.73,205.76,91.15,322157.07,0.0,0,1.0,1.0,12,False,False,True,0.0323,Existing,0.0,True
HA00020032,2023-08-03,2023-08,18,06,1707,92101,0.6,HO3,2511,6,5,2615,1,53,True,41,2,ASSIST03,Independent,1774.8,1641.69,79.87,266.22,103.24,1355005.29,0.0,0,0.4986,0.5,6,False,False,False,0.033,New,0.0,False
HA00020033,2023-02-05,2023-02,18,12,1933,33980,0.73,HO3,2511,2,1,2036,1,7,True,29,2,INTRNL06,Independent,3703.75,3425.97,166.67,555.56,161.11,293184.0,1674.83,1,0.4986,0.5,6,False,True,False,0.0721,Existing,674.83,True
HA00020034,2024-06-19,2024-06,19,12,983,32901,0.51,HO6,2500,1,1,2004,2,43,False,47,6,ASSIST03,Captive,2170.1,2007.34,97.65,217.01,115.1,775736.95,12630.54,2,1.0,1.0,12,False,False,False,0.0311,Existing,7630.54,True
HA00020035,2023-05-27,2023-05,18,18,147,62701,0.12,HO3,2500,1,1,2281,1,23,False,50,9,INTRNL06,Independent,2730.58,2525.79,122.88,409.59,131.92,232423.61,0.0,0,0.4986,0.5,6,False,False,False,0.0607,Existing,0.0,True
HA00020036,2022-03-29,2022-03,18,26,786,49505,0.89,HO3,2500,2,3,2637,1,41,False,60,2,ASSIST03,Independent,3872.9,3582.43,174.28,580.93,166.19,312834.77,0.0,0,1.0,1.0,12,False,False,True,0.036,Existing,0.0,True
HA00020037,2022-02-19,2022-02,19,48,657,75202,0.89,HO6,2511,4,1,1710,2,29,True,54,3,ASSIST03,Captive,1482.97,1371.75,66.73,148.3,94.49,571323.52,5905.73,2,1.0,1.0,12,False,False,True,0.0452,New,905.73,True
HA00020038,2022-04-13,2022-04,18,12,653,33980,0.92,HO3,2500,1,5,2339,1,10,True,25,5,ASSIST03,Direct,1568.82,1451.16,70.6,125.51,97.06,627946.77,0.0,0,0.4986,0.5,6,False,False,False,0.0228,New,0.0,True
HA00020039,2023-01-03,2023-01,7,12,393,32801,0.13,MHO,2511,1,2,1713,1,41,True,43,10,INTRNL06,Independent,1353.12,1251.64,60.89,202.97,90.59,382218.84,0.0,0,0.4986,0.5,6,False,False,False,0.1259,Recurring,0.0,True
HA00020040,2024-07-24,2024-07,18,26,276,48202,0.44,HO3,2500,1,1,1812,1,27,True,55,4,ASSIST03,Direct,2451.91,2268.02,110.34,196.15,123.56,858444.15,0.0,0,0.4986,0.5,6,False,True,False,0.0902,Existing,0.0,True
HA00020041,2025-07-15,2025-07,19,06,729,93101,0.24,HO6,2500,1,1,2425,1,20,True,33,2,INTRNL06,Direct,3085.16,2853.77,138.83,246.81,142.55,600911.4,0.0,0,1.0,1.0,12,False,True,False,0.0524,New,0.0,False
HA00020042,2025-11-21,2025-11,20,12,554,33301,0.37,HO2,2511,6,3,2539,1,48,True,29,9,INTRNL06,Independent,2388.09,2208.98,107.46,358.21,121.64,1451658.49,0.0,0,1.0,1.0,12,False,False,False,0.1231,Recurring,0.0,True
HA00020043,2025-09-05,2025-09,18,12,1978,33004,0.51,HO3,2500,2,1,2266,1,46,False,71,9,INTRNL06,Independent,1663.01,1538.28,74.84,249.45,99.89,474304.14,0.0,0,1.0,1.0,12,False,False,False,0.0853,Recurring,0.0,True
HA00020044,2024-06-16,2024-06,18,12,604,33139,0.34,HO3,2500,2,1,830,2,52,False,55,8,INTRNL06,Independent,906.49,838.5,40.79,135.97,77.19,395843.73,0.0,0,1.0,1.0,12,False,False,False,0.033,New,0.0,True
HA00020045,2024-06-27,2024-06,7,26,1689,48202,0.16,MHO,2500,6,1,2228,2,41,False,51,9,ASSIST03,Direct,3477.56,3216.74,156.49,278.2,154.33,1012422.41,0.0,0,1.0,1.0,12,False,False,False,0.0484,New,0.0,True
HA00020046,2025-06-17,2025-06,19,48,404,75215,0.38,HO6,2500,1,1,3903,1,38,False,66,7,INTRNL06,Direct,4012.82,3711.86,180.58,321.03,170.38,240322.94,0.0,0,1.0,1.0,12,False,False,False,0.0691,Existing,0.0,True
HA00020047,2022-09-15,2022-09,18,12,1350,33139,0.04,HO3,2511,4,2,3168,1,41,False,55,8,INTRNL06,Direct,4120.16,3811.15,185.41,329.61,173.6,1250380.81,0.0,0,1.0,1.0,12,False,True,False,0.1546,Recurring,0.0,True
HA00020048,2023-01-25,2023-01,18,12,758,33602,0.68,HO3,2500,1,1,2109,2,3,False,55,10,INTRNL06,Independent,1851.66,1712.79,83.32,277.75,105.55,313228.32,0.0,0,1.0,1.0,12,False,True,False,0.0596,New,0.0,True
HA00020049,2025-09-28,2025-09,18,12,1112,32084,0.97,HO3,2537,1,3,1279,1,1,False,54,1,INTRNL06,Independent,653.04,604.06,29.39,97.96,69.59,270204.24,923.11,1,1.0,1.0,12,False,False,False,0.0702,Existing,0.0,True
HA00020050,2024-02-12,2024-02,18,48,1382,78202,0.45,HO3,2511,4,5,1574,2,21,True,53,10,INTRNL06,Direct,1054.51,975.42,47.45,84.36,81.64,644013.94,0.0,0,0.4986,0.5,6,False,False,False,0.0123,New,0.0,True
HA00020051,2024-01-24,2024-01,18,06,1934,93001,0.43,HO3,2511,1,1,3533,2,34,True,48,8,ASSIST03,Captive,3931.93,3637.04,176.94,393.19,167.96,514456.01,0.0,0,0.4986,0.5,6,False,False,False,0.0259,New,0.0,True
HA00020052,2025-11-11,2025-11,18,18,1198,60637,0.25,HO3,2511,4,1,2024,1,2,False,30,9,INTRNL06,Independent,2156.32,1994.6,97.03,323.45,114.69,673546.94,0.0,0,1.0,1.0,12,False,True,False,0.0873,Existing,0.0,True
HA00020053,2023-01-29,2023-01,7,18,716,60626,0.79,MHO,2511,2,1,2349,1,13,True,50,6,ASSIST03,Direct,2105.0,1947.12,94.72,168.4,113.15,564869.88,0.0,0,1.0,1.0,12,True,False,False,0.0776,Existing,0.0,True
HA00020054,2023-11-14,2023-11,18,36,183,11901,0.35,HO3,2537,1,2,2594,1,44,True,42,9,ASSIST03,Captive,2238.26,2070.39,100.72,223.83,117.15,986756.4,0.0,0,0.4986,0.5,6,False,False,False,0.0059,New,0.0,False
HA00020055,2022-09-27,2022-09,18,48,988,77002,0.6,HO3,2500,1,1,2085,1,60,False,47,5,INTRNL06,Independent,2960.14,2738.13,133.21,444.02,138.8,178116.95,0.0,0,0.4986,0.5,6,False,False,False,0.0156,New,0.0,True
HA00020056,2022-05-29,2022-05,19,26,912,49601,0.02,HO6,2500,1,3,1010,3,62,False,57,9,INTRNL06,Independent,804.0,743.7,36.18,120.6,74.12,555113.68,0.0,0,1.0,1.0,12,True,False,False,0.0498,Existing,0.0,True
HA00020057,2025-11-04,2025-11,18,48,389,77845,0.38,HO3,2500,6,2,985,2,49,False,53,2,INTRNL06,Independent,906.06,838.11,40.77,135.91,77.18,525614.83,0.0,0,0.4986,0.5,6,False,False,False,0.1415,Recurring,0.0,True
HA00020058,2024-03-21,2024-03,19,48,525,76102,0.23,HO6,2500,1,1,972,1,47,False,51,2,INTRNL06,Independent,791.08,731.75,35.6,118.66,73.73,458293.7,0.0,0,0.4986,0.5,6,False,False,False,0.0353,Existing,0.0,True
HA00020059,2022-01-28,2022-01,19,06,184,95814,0.55,HO6,2500,2,5,1422,2,36,False,60,10,INTRNL06,Independent,1555.71,1439.03,70.01,233.36,96.67,1333388.94,0.0,0,1.0,1.0,12,False,False,False,0.1494,Recurring,0.0,True
HA00020060,2025-03-18,2025-03,19,12,598,33629,0.31,HO6,2511,4,1,2711,1,59,True,46,9,INTRNL06,Independent,1574.22,1456.15,70.84,236.13,97.23,498824.0,0.0,0,1.0,1.0,12,False,True,False,0.0923,Existing,0.0,True
HA00020061,2025-12-14,2025-12,18,36,1716,10701,0.63,HO3,2537,1,2,2963,1,22,True,40,2,INTRNL06,Independent,2774.8,2566.69,124.87,416.22,133.24,355560.0,0.0,0,0.4986,0.5,6,False,False,False,0.0059,New,0.0,True
HA00020062,2022-10-07,2022-10,19,48,962,77001,0.53,HO6,2500,1,1,2264,2,39,True,28,9,INTRNL06,Direct,1632.71,1510.26,73.47,130.62,98.98,311823.78,0.0,0,1.0,1.0,12,False,False,False,0.0311,Existing,0.0,False
HA00020063,2025-04-20,2025-04,18,48,1306,77380,0.08,HO3,2537,2,3,2670,2,61,True,42,9,INTRNL06,Independent,1919.25,1775.31,86.37,287.89,107.58,440027.38,0.0,0,1.0,1.0,12,False,False,False,0.0414,Existing,0.0,False
HA00020064,2022-06-15,2022-06,7,36,1217,11901,0.5,MHO,2537,1,3,1955,1,1,True,34,9,INTRNL06,Captive,1946.25,1800.28,87.58,194.62,108.39,434693.24,0.0,0,1.0,1.0,12,False,False,False,0.0135,New,0.0,True
HA00020065,2022-01-17,2022-01,18,48,1203,76102,0.17,HO3,2511,2,1,3654,2,44,True,44,3,INTRNL06,Independent,4183.0,3869.28,188.24,627.45,175.49,1482052.85,0.0,0,0.4986,0.5,6,False,True,False,0.0668,Existing,0.0,True
HA00020066,2025-03-19,2025-03,18,18,263,60201,0.35,HO3,2511,2,1,1501,1,35,True,40,6,INTRNL06,Captive,1461.73,1352.1,65.78,146.17,93.85,917686.39,0.0,0,1.0,1.0,12,False,False,False,0.0049,New,0.0,True
HA00020067,2022-12-05,2022-12,18,48,1800,75063,0.48,HO3,2500,2,1,3331,2,52,True,40,2,ASSIST03,Direct,3395.98,3141.28,152.82,271.68,151.88,479664.0,0.0,0,1.0,1.0,12,False,False,False,0.0389,Existing,0.0,True
HA00020068,2024-12-04,2024-12,7,06,289,92037,0.17,MHO,2511,1,1,2260,2,33,False,66,9,INTRNL06,Direct,2999.7,2774.72,134.99,239.98,139.99,417521.5,0.0,0,1.0,1.0,12,False,False,False,0.0696,Existing,0.0,True
HA00020069,2024-04-21,2024-04,18,12,363,33401,0.71,HO3,2537,1,3,1832,2,24,True,31,2,INTRNL06,Captive,2513.36,2324.86,113.1,251.34,125.4,334117.72,4373.33,2,1.0,1.0,12,False,True,False,0.1691,Recurring,3373.33,True
HA00020070,2022-07-08,2022-07,18,48,507,75201,0.12,HO3,2511,2,1,1555,1,33,False,58,5,ASSIST03,Independent,1657.77,1533.44,74.6,248.67,99.73,1000101.65,0.0,0,1.0,1.0,12,False,False,False,0.0233,New,0.0,True
HA00020071,2023-10-13,2023-10,18,48,1212,76102,0.17,HO3,2500,1,1,2419,1,25,False,60,9,ASSIST01,Captive,2230.32,2063.05,100.36,223.03,116.91,592370.5,0.0,0,1.0,1.0,12,False,False,False,0.1367,Recurring,0.0,False
HA00020072,2024-12-20,2024-12,18,48,1900,77380,0.32,HO3,2537,1,2,2510,1,12,True,51,9,ASSIST03,Independent,2720.29,2516.27,122.41,408.04,131.61,317032.7,0.0,0,1.0,1.0,12,False,True,False,0.0815,Existing,0.0,True
HA00020073,2022-10-21,2022-10,19,12,1145,33602,0.7,HO6,2500,2,1,1336,1,71,True,45,2,ASSIST03,Independent,1637.17,1514.38,73.67,245.58,99.12,1577072.7,50509.88,1,1.0,1.0,12,False,False,False,0.0117,New,45509.88,True
HA00020074,2024-11-22,2024-11,18,12,1372,33139,0.68,HO3,2511,2,2,3240,1,31,True,59,1,ASSIST03,Independent,4807.81,4447.22,216.35,721.17,194.23,554853.01,6377.47,1,1.0,1.0,12,False,False,False,0.111,Recurring,1377.47,False
HA00020075,2025-08-15,2025-08,19,26,778,48430,0.37,HO6,2537,1,1,2203,2,9,True,46,2,ASSIST01,Direct,997.7,922.87,44.9,79.82,79.93,335817.22,0.0,0,1.0,1.0,12,False,True,False,0.0847,New,0.0,True
HA00020076,2023-02-19,2023-02,7,12,1283,33125,0.0,MHO,2537,2,2,1851,1,45,True,53,4,INTRNL06,Independent,1100.43,1017.9,49.52,165.06,83.01,1262739.54,0.0,0,0.4986,0.5,6,False,False,False,0.143,Recurring,0.0,True
HA00020077,2024-03-13,2024-03,19,36,1292,10036,0.4,HO6,2537,6,1,2543,2,45,False,56,9,INTRNL06,Independent,4682.8,4331.59,210.73,702.42,190.48,2275382.77,0.0,0,1.0,1.0,12,False,False,False,0.1327,Recurring,0.0,True
HA00020078,2023-03-07,2023-03,19,48,812,78201,0.2,HO6,2500,2,1,2418,1,36,True,35,6,INTRNL06,Independent,4560.17,4218.16,205.21,684.03,186.81,557330.43,0.0,0,0.4986,0.5,6,False,True,False,0.0857,Existing,0.0,True
HA00020079,2025-01-28,2025-01,18,36,145,11201,0.61,HO3,2500,1,2,1877,2,8,False,55,9,ASSIST03,Independent,2522.32,2333.15,113.5,378.35,125.67,314099.46,0.0,0,0.4986,0.5,6,False,False,False,0.1154,Recurring,0.0,True
HA00020080,2024-11-12,2024-11,18,48,197,78201,0.67,HO3,2511,1,1,1838,1,30,True,40,5,INTRNL06,Direct,2244.19,2075.88,100.99,179.54,117.33,283127.26,0.0,0,1.0,1.0,12,False,False,False,0.1481,Recurring,0.0,False
HA00020081,2025-12-14,2025-12,18,12,118,33705,0.35,HO3,2511,2,2,1756,3,20,False,53,9,ASSIST01,Independent,1876.37,1735.64,84.44,281.46,106.29,337555.84,0.0,0,1.0,1.0,12,False,False,False,0.0265,New,0.0,True
HA00020082,2025-12-18,2025-12,19,18,248,61820,0.0,HO6,2500,1,1,1373,1,27,True,54,2,INTRNL06,Captive,983.98,910.18,44.28,98.4,79.52,419487.2,0.0,0,1.0,1.0,12,False,True,False,0.1028,Existing,0.0,True
HA00020083,2023-05-02,2023-05,18,06,611,94102,0.38,HO3,2537,1,1,2060,1,23,False,54,9,ASSIST03,Captive,1640.61,1517.56,73.83,164.06,99.22,210320.19,0.0,0,1.0,1.0,12,False,False,False,0.0772,Existing,0.0,True
HA00020084,2022-03-30,2022-03,18,48,1995,78701,0.16,HO3,2511,1,5,2370,2,22,False,40,2,INTRNL06,Captive,1605.07,1484.69,72.23,160.51,98.15,276341.59,0.0,0,1.0,1.0,12,False,False,False,0.0572,Existing,0.0,True
HA00020085,2025-05-17,2025-05,19,36,990,10001,0.55,HO6,2511,1,3,2129,2,8,True,42,2,ASSIST01,Captive,1303.38,1205.63,58.65,130.34,89.1,318392.69,0.0,0,1.0,1.0,12,False,True,False,0.0538,New,0.0,True
HA00020086,2022-09-28,2022-09,18,36,254,10007,0.06,HO3,2511,4,5,800,1,12,True,48,9,ASSIST03,Independent,1155.49,1068.83,52.0,173.32,84.66,835367.45,0.0,0,1.0,1.0,12,False,False,False,0.0649,Existing,0.0,True
HA00020087,2024-06-18,2024-06,7,12,1726,33980,0.54,MHO,2500,2,2,2903,2,31,True,59,5,ASSIST03,Independent,2787.9,2578.81,125.46,418.18,133.64,659178.21,6472.85,1,1.0,1.0,12,False,False,False,0.0494,Existing,1472.85,True
HA00020088,2025-11-30,2025-11,19,36,1209,11901,0.42,HO6,2511,6,1,2753,1,35,True,38,9,INTRNL06,Independent,3935.97,3640.77,177.12,590.4,168.08,1307531.5,0.0,0,0.4986,0.5,6,False,True,False,0.1597,Recurring,0.0,True
HA00020089,2022-10-05,2022-10,19,36,744,11901,0.54,HO6,2537,2,1,800,2,27,True,49,9,INTRNL06,Independent,1398.61,1293.71,62.94,209.79,91.96,618775.12,0.0,0,1.0,1.0,12,False,False,False,0.0937,Recurring,0.0,True
HA00020090,2022-07-25,2022-07,20,12,1646,32801,0.86,HO2,2537,6,3,3362,3,48,False,54,2,ASSIST03,Independent,4844.68,4481.33,218.01,726.7,195.34,1548677.47,16519.86,1,1.0,1.0,12,False,True,False,0.0732,Existing,11519.86,True
HA00020091,2024-07-01,2024-07,18,12,780,32084,0.61,HO3,2537,1,3,3486,1,21,False,40,6,INTRNL06,Independent,4125.24,3815.85,185.64,618.79,173.76,238132.58,0.0,0,1.0,1.0,12,False,False,False,0.1,Recurring,0.0,True
HA00020092,2022-11-24,2022-11,7,06,1030,93001,0.03,MHO,2500,2,1,1232,3,62,False,41,9,INTRNL06,Independent,1524.34,1410.01,68.6,228.65,95.73,267386.81,0.0,0,0.4986,0.5,6,False,False,False,0.0293,New,0.0,False
HA00020093,2024-05-07,2024-05,18,12,1463,33602,0.55,HO3,2500,1,5,3098,1,11,True,51,9,INTRNL06,Captive,4369.78,4042.05,196.64,436.98,181.09,371760.0,0.0,0,1.0,1.0,12,False,False,False,0.0361,New,0.0,True
HA00020094,2024-05-26,2024-05,19,48,1249,77002,0.08,HO6,2500,4,1,3312,2,11,True,56,6,INTRNL06,Direct,5262.74,4868.03,236.82,421.02,207.88,609408.0,0.0,0,1.0,1.0,12,False,False,False,0.0085,New,0.0,True
HA00020095,2024-05-11,2024-05,18,48,1255,77001,0.52,HO3,2511,1,1,1836,1,32,True,54,2,ASSIST01,Independent,2233.45,2065.94,100.51,335.02,117.0,469106.93,0.0,0,0.4986,0.5,6,False,False,False,0.0357,Existing,0.0,True
HA00020096,2022-12-02,2022-12,7,06,1274,91301,0.02,MHO,2500,1,1,1911,2,28,True,29,3,ASSIST01,Independent,1532.0,1417.1,68.94,229.8,95.96,716116.95,0.0,0,0.4986,0.5,6,False,False,False,0.031,Existing,0.0,False
HA00020097,2023-08-29,2023-08,18,36,308,12601,0.29,HO3,2511,6,2,3750,3,17,False,47,8,INTRNL06,Captive,3280.39,3034.36,147.62,328.04,148.41,1269155.72,0.0,0,1.0,1.0,12,False,False,False,0.0459,Existing,0.0,True
HA00020098,2023-08-15,2023-08,18,06,1639,92037,0.57,HO3,2511,2,3,1331,2,47,False,58,10,ASSIST03,Independent,1131.46,1046.6,50.92,169.72,83.94,940772.55,0.0,0,0.4986,0.5,6,False,True,False,0.1562,Recurring,0.0,True
HA00020099,2024-11-27,2024-11,19,06,531,90802,0.38,HO6,2511,4,1,2519,2,41,True,53,4,ASSIST03,Independent,5171.0,4783.18,232.7,775.65,205.13,463496.0,0.0,0,0.4986,0.5,6,False,False,False,0.078,Existing,0.0,True
HA00020100,2024-10-10,2024-10,18,48,127,77845,0.55,HO3,2500,4,1,1733,1,18,True,35,3,ASSIST03,Captive,1484.01,1372.71,66.78,148.4,94.52,747718.3,0.0,0,0.4986,0.5,6,False,False,False,0.0226,New,0.0,False
HA00020101,2025-06-05,2025-06,7,12,493,33458,0.71,MHO,2500,4,1,1667,1,30,False,48,8,ASSIST03,Independent,2259.54,2090.07,101.68,338.93,117.79,1098808.67,6065.01,2,1.0,1.0,12,False,False,False,0.0684,Existing,1065.01,True
