FULLPOLICY_NB,POLICYEFFECTIVE_DT,ACCOUNTING_MONTH,INSUREDITEM_TP,POLICYRATEDSTATE_TP,RATEDCOUNTY_TP,ZIP,HAZARD_SCORE,INTEGRATEDCOVERAGE_TP,PROPERTYCOVERAGESUBTYPE_TP,CONSTRUCTION_TP,ROOF_TP,DWELLINGSQUAREFEET_CT,DWELLINGSTORY_CT,HOME_AGE_YR,HAS_MORTGAGE,RATEDINSUREDAGE_CT,MERITPOINT_CT,CREDITMODEL_CD,AGENT_CHANNEL,DIRECTWRITTENPREMIUM_AM,EARNEDPREMIUM_AM,TAX_AM,COMMISSION_EXPENSE_AM,ADMIN_EXPENSE_AM,PPCVRGLIMIT_AM,GROSSLOSSPAIO_AM,CLAIMCOUNT_CT,EARNEDEXPOSURE_CT,WRITENEXPOSURE_CT,POLICYTERM_CT,SEASONAL_IN,MULTIPRODUCTDISCOUNT_FLAG,DelequencyFlag,DiscountRate,New_Existing_Recurring_Flag,NETLOSS_PAID_AM,POLICY_RENEWED_FLAG
HA00032202,2022-11-10,2022-11,18,12,1581,33401,0.96,HO3,2500,1,2,1195,1,1,False,34,9,INTRNL06,Independent,1700.89,1573.32,76.54,255.13,101.03,167509.82,0.0,0,1.0,1.0,12,False,False,False,0.0948,Recurring,0.0,True
HA00032203,2025-04-05,2025-04,7,48,945,78201,0.28,MHO,2500,2,1,1514,1,28,True,43,9,INTRNL06,Independent,1989.81,1840.57,89.54,298.47,109.69,365378.9,0.0,0,1.0,1.0,12,False,False,False,0.0368,Existing,0.0,True
HA00032204,2025-11-18,2025-11,18,48,1557,78201,0.83,HO3,2537,4,2,1956,1,21,True,42,4,ASSIST01,Direct,2527.8,2338.22,113.75,202.22,125.83,739002.82,0.0,0,0.4986,0.5,6,False,False,False,0.0797,Existing,0.0,False
HA00032205,2024-02-09,2024-02,18,06,1912,95008,0.37,HO3,2511,1,3,1019,1,52,False,47,2,ASSIST03,Captive,1145.39,1059.49,51.54,114.54,84.36,142230.76,0.0,0,0.4986,0.5,6,False,False,True,0.0726,Existing,0.0,True
HA00032206,2024-12-22,2024-12,18,36,1774,10036,0.46,HO3,2511,1,1,1662,3,1,False,50,2,ASSIST03,Captive,1569.41,1451.7,70.62,156.94,97.08,345005.86,0.0,0,1.0,1.0,12,False,True,False,0.0748,Existing,0.0,True
HA00032207,2022-09-29,2022-09,18,26,309,49601,0.02,HO3,2511,1,5,2371,2,13,False,53,10,INTRNL06,Captive,2737.84,2532.5,123.2,273.78,132.14,526405.8,0.0,0,1.0,1.0,12,False,True,False,0.0672,New,0.0,True
HA00032208,2024-11-26,2024-11,18,36,1165,12601,0.03,HO3,2511,1,1,2692,1,20,False,62,3,ASSIST03,Independent,3697.49,3420.18,166.39,554.62,160.92,682374.74,0.0,0,0.4986,0.5,6,False,True,False,0.0339,New,0.0,True
HA00032209,2024-11-05,2024-11,18,18,406,60201,0.41,HO3,2500,1,1,2262,3,1,True,21,2,ASSIST03,Captive,2103.04,1945.31,94.64,210.3,113.09,334296.63,0.0,0,0.4986,0.5,6,True,False,True,0.0944,Recurring,0.0,False
HA00032210,2022-12-09,2022-12,20,48,1696,75202,0.14,HO2,2511,6,1,2018,1,32,True,30,4,ASSIST01,Direct,1444.84,1336.48,65.02,115.59,93.35,994969.75,0.0,0,0.4986,0.5,6,False,False,False,0.0306,Existing,0.0,True
HA00032211,2022-12-12,2022-12,18,12,670,33139,0.82,HO3,2500,1,5,2663,2,31,True,21,9,INTRNL06,Captive,2367.3,2189.75,106.53,236.73,121.02,542457.92,0.0,0,1.0,1.0,12,False,False,False,0.0713,Existing,0.0,True
HA00032212,2022-08-21,2022-08,19,12,1669,33139,0.87,HO6,2537,2,1,2006,2,19,True,45,4,ASSIST01,Captive,1960.13,1813.12,88.21,196.01,108.8,442253.18,0.0,0,1.0,1.0,12,False,True,False,0.0866,Existing,0.0,True
HA00032213,2024-09-16,2024-09,18,12,1477,32801,0.87,HO3,2511,1,1,2000,1,32,False,58,9,INTRNL06,Captive,3044.51,2816.17,137.0,304.45,141.34,353191.95,0.0,0,1.0,1.0,12,False,False,False,0.0366,Existing,0.0,True
HA00032214,2023-07-30,2023-07,7,06,516,91301,0.66,MHO,2511,1,1,2447,1,42,True,40,2,ASSIST03,Captive,2670.78,2470.47,120.19,267.08,130.12,426912.71,8258.68,1,1.0,1.0,12,False,False,True,0.0315,New,6758.68,False
HA00032215,2023-02-20,2023-02,18,48,1244,79901,0.59,HO3,2511,4,1,1398,1,38,False,57,5,ASSIST01,Direct,1404.55,1299.21,63.2,112.36,92.14,499688.72,0.0,0,1.0,1.0,12,False,True,False,0.0629,Existing,0.0,True
HA00032216,2024-06-23,2024-06,18,12,859,32801,0.85,HO3,2500,1,1,1223,2,40,True,38,9,INTRNL06,Independent,1583.03,1464.3,71.24,237.45,97.49,194578.2,20022.28,1,0.4986,0.5,6,False,False,False,0.0514,Existing,19022.28,True
HA00032217,2022-09-24,2022-09,20,18,1289,61265,0.12,HO2,2500,6,1,3344,2,9,True,35,9,INTRNL06,Direct,5117.3,4733.5,230.28,409.38,203.52,2356984.77,0.0,0,1.0,1.0,12,False,True,False,0.1162,Existing,0.0,True
HA00032218,2024-09-23,2024-09,18,26,410,48104,0.11,HO3,2500,1,1,2506,1,18,True,39,10,INTRNL06,Independent,2086.01,1929.56,93.87,312.9,112.58,404489.9,0.0,0,1.0,1.0,12,False,True,False,0.1864,Recurring,0.0,True
HA00032219,2025-09-11,2025-09,18,12,688,33602,0.38,HO3,2511,1,1,1840,2,7,True,46,9,INTRNL06,Captive,3115.39,2881.74,140.19,311.54,143.46,341839.47,0.0,0,1.0,1.0,12,False,False,False,0.1357,Recurring,0.0,True
HA00032220,2024-01-14,2024-01,18,12,300,33458,0.45,HO3,2500,6,1,1947,3,16,True,37,9,INTRNL06,Captive,3377.72,3124.39,152.0,337.77,151.33,1171741.35,0.0,0,1.0,1.0,12,False,False,False,0.1188,Recurring,0.0,True
HA00032221,2024-06-29,2024-06,19,48,1134,77494,0.63,HO6,2500,1,1,2151,2,18,False,60,2,ASSIST03,Independent,2457.32,2273.02,110.58,368.6,123.72,438487.62,0.0,0,1.0,1.0,12,False,False,False,0.0484,New,0.0,True
HA00032222,2023-03-19,2023-03,18,48,1028,75063,0.63,HO3,2500,1,1,2885,3,45,False,48,3,ASSIST03,Captive,3235.39,2992.74,145.59,323.54,147.06,469660.65,0.0,0,0.4986,0.5,6,False,True,False,0.0908,Existing,0.0,True
HA00032223,2023-07-14,2023-07,18,36,1799,13202,0.01,HO3,2511,6,3,3804,1,10,True,39,2,ASSIST03,Captive,3261.43,3016.82,146.76,326.14,147.84,1984184.33,0.0,0,1.0,1.0,12,False,True,True,0.1746,Recurring,0.0,False
HA00032224,2022-03-17,2022-03,18,06,255,94102,0.79,HO3,2537,4,1,1097,2,13,False,72,9,INTRNL06,Independent,1552.7,1436.25,69.87,232.9,96.58,251249.63,0.0,0,0.4986,0.5,6,False,False,False,0.0622,Existing,0.0,True
HA00032225,2022-09-04,2022-09,18,12,958,33401,0.48,HO3,2500,2,1,3541,1,29,True,69,10,INTRNL06,Independent,3245.78,3002.35,146.06,486.87,147.37,847265.04,0.0,0,1.0,1.0,12,False,False,False,0.0361,Existing,0.0,True
HA00032226,2023-08-03,2023-08,18,48,1227,77845,0.44,HO3,2500,2,2,1298,1,25,True,51,4,ASSIST01,Independent,1668.75,1543.59,75.09,250.31,100.06,230535.36,0.0,0,1.0,1.0,12,False,True,False,0.059,New,0.0,True
HA00032227,2022-11-09,2022-11,19,48,913,77840,0.6,HO6,2511,2,2,2371,2,28,True,27,8,INTRNL06,Direct,2588.22,2394.1,116.47,207.06,127.65,742339.31,0.0,0,1.0,1.0,12,False,False,False,0.0871,Recurring,0.0,True
HA00032228,2023-07-30,2023-07,18,26,156,49001,0.21,HO3,2511,4,1,3533,1,1,True,26,7,ASSIST01,Independent,5452.9,5043.93,245.38,817.94,213.59,1476858.11,2309.25,1,1.0,1.0,12,False,True,False,0.0717,New,1309.25,True
HA00032229,2022-12-09,2022-12,18,48,1611,78701,0.27,HO3,2511,1,1,2076,3,53,True,45,9,INTRNL06,Independent,1130.48,1045.69,50.87,169.57,83.91,270779.67,0.0,0,0.4986,0.5,6,False,False,False,0.1099,Recurring,0.0,True
HA00032230,2023-12-16,2023-12,18,18,1634,60647,0.2,HO3,2511,4,1,1252,2,49,True,37,8,INTRNL06,Captive,1659.54,1535.07,74.68,165.95,99.79,398658.26,0.0,0,1.0,1.0,12,False,False,False,0.0364,New,0.0,True
HA00032231,2025-04-20,2025-04,18,12,1909,32205,0.87,HO3,2500,6,1,1165,2,49,True,61,7,ASSIST01,Captive,1172.08,1084.17,52.74,117.21,85.16,649760.94,0.0,0,0.4986,0.5,6,True,True,False,0.0552,New,0.0,True
HA00032232,2024-09-10,2024-09,18,12,113,33156,0.63,HO3,2500,1,2,1983,1,40,True,43,9,INTRNL06,Independent,2377.38,2199.08,106.98,356.61,121.32,237960.0,0.0,0,1.0,1.0,12,False,False,False,0.051,Existing,0.0,True
HA00032233,2023-12-27,2023-12,18,48,644,77380,0.93,HO3,2537,2,1,2366,2,34,False,57,1,ASSIST03,Independent,2745.34,2539.44,123.54,411.8,132.36,596580.81,0.0,0,1.0,1.0,12,False,False,False,0.0314,Existing,0.0,True
HA00032234,2023-09-24,2023-09,18,18,145,60301,0.24,HO3,2537,2,3,2698,2,38,False,47,9,INTRNL06,Captive,3472.5,3212.06,156.26,347.25,154.18,527189.37,0.0,0,0.4986,0.5,6,True,False,False,0.0229,New,0.0,False
HA00032235,2023-02-03,2023-02,18,48,1081,76102,0.59,HO3,2537,4,5,2287,1,1,False,53,9,INTRNL06,Captive,3036.38,2808.65,136.64,303.64,141.09,691196.53,0.0,0,0.4986,0.5,6,False,False,False,0.1021,Recurring,0.0,True
HA00032236,2025-06-18,2025-06,18,36,1882,11201,0.04,HO3,2511,1,2,2486,1,36,True,46,8,INTRNL06,Captive,1568.26,1450.64,70.57,156.83,97.05,688407.44,0.0,0,1.0,1.0,12,False,True,False,0.0511,New,0.0,True
HA00032237,2023-12-15,2023-12,19,48,1024,76101,0.91,HO6,2511,1,2,2026,3,69,True,45,9,INTRNL06,Captive,2261.69,2092.06,101.78,226.17,117.85,451960.59,0.0,0,0.4986,0.5,6,False,False,False,0.0472,Existing,0.0,True
HA00032238,2024-07-12,2024-07,18,12,627,33980,0.09,HO3,2500,2,1,2157,2,30,False,62,2,ASSIST03,Independent,6776.33,6268.11,304.93,1016.45,253.29,479629.08,0.0,0,1.0,1.0,12,False,False,False,0.078,Existing,0.0,True
HA00032239,2022-10-19,2022-10,18,12,338,33156,0.74,HO3,2537,1,1,1517,3,56,True,44,1,ASSIST03,Captive,1621.02,1499.44,72.95,162.1,98.63,201288.88,8148.27,2,0.4986,0.5,6,False,True,False,0.1072,Recurring,7148.27,True
HA00032240,2022-02-23,2022-02,18,06,1795,92101,0.36,HO3,2511,1,2,1842,1,35,False,42,9,INTRNL06,Independent,1287.75,1191.17,57.95,193.16,88.63,462106.29,0.0,0,0.4986,0.5,6,False,False,False,0.0494,Existing,0.0,True
HA00032241,2025-03-14,2025-03,18,18,331,61401,0.13,HO3,2511,6,1,1595,2,29,True,31,3,ASSIST03,Captive,1998.33,1848.46,89.92,199.83,109.95,1133366.93,0.0,0,1.0,1.0,12,False,True,False,0.0865,Existing,0.0,True
HA00032242,2025-10-11,2025-10,19,48,1581,79902,0.71,HO6,2537,1,1,800,2,36,True,41,2,ASSIST03,Independent,909.08,840.9,40.91,136.36,77.27,96000.0,0.0,0,1.0,1.0,12,False,False,False,0.0219,New,0.0,False
HA00032243,2024-09-09,2024-09,18,12,1672,32205,0.55,HO3,2511,1,2,2461,2,33,True,35,8,INTRNL06,Independent,5635.96,5213.26,253.62,845.39,219.08,743411.45,0.0,0,0.4986,0.5,6,False,False,False,0.0189,New,0.0,True
HA00032244,2023-04-22,2023-04,18,06,1347,93101,0.27,HO3,2537,2,2,1827,2,49,True,41,3,ASSIST01,Direct,2116.64,1957.89,95.25,169.33,113.5,411239.7,0.0,0,0.4986,0.5,6,False,True,False,0.0826,New,0.0,True
HA00032245,2022-01-22,2022-01,20,12,1537,32003,0.46,HO2,2511,2,2,3094,1,59,False,48,2,ASSIST03,Direct,2337.97,2162.62,105.21,187.04,120.14,914677.71,0.0,0,1.0,1.0,12,False,False,False,0.0408,New,0.0,False
HA00032246,2025-09-16,2025-09,18,06,1493,90001,0.6,HO3,2511,2,3,2198,1,33,True,60,9,INTRNL06,Independent,3830.17,3542.91,172.36,574.53,164.91,617817.56,0.0,0,1.0,1.0,12,False,True,False,0.0967,Existing,0.0,True
HA00032247,2025-08-08,2025-08,18,12,1096,32003,0.93,HO3,2500,6,1,2426,2,46,True,55,9,INTRNL06,Independent,3774.67,3491.57,169.86,566.2,163.24,1192253.53,0.0,0,1.0,1.0,12,False,False,False,0.0731,Existing,0.0,True
HA00032248,2025-06-13,2025-06,18,36,1353,10019,0.19,HO3,2511,1,1,1815,1,45,True,53,8,INTRNL06,Independent,2093.16,1936.17,94.19,313.97,112.79,335983.3,0.0,0,1.0,1.0,12,False,False,False,0.045,Existing,0.0,True
HA00032249,2024-11-18,2024-11,19,36,129,10001,0.06,HO6,2500,1,1,2027,1,15,False,37,9,INTRNL06,Independent,1879.1,1738.17,84.56,281.86,106.37,292140.53,0.0,0,1.0,1.0,12,False,False,False,0.0768,Existing,0.0,False
HA00032250,2023-11-26,2023-11,19,48,1724,78201,0.34,HO6,2511,1,1,2180,1,21,True,46,9,INTRNL06,Independent,1734.08,1604.02,78.03,260.11,102.02,380144.55,0.0,0,0.4986,0.5,6,False,False,False,0.1178,Recurring,0.0,True
HA00032251,2022-06-09,2022-06,19,12,884,33004,0.33,HO6,2511,1,1,2268,1,59,True,42,2,ASSIST03,Captive,1282.92,1186.7,57.73,128.29,88.49,379963.86,0.0,0,0.4986,0.5,6,False,False,True,0.128,Recurring,0.0,False
HA00032252,2024-06-28,2024-06,18,48,335,78202,0.6,HO3,2500,1,2,1885,2,2,True,47,8,INTRNL06,Independent,2209.39,2043.69,99.42,331.41,116.28,426962.2,0.0,0,1.0,1.0,12,False,False,False,0.0299,New,0.0,True
HA00032253,2023-06-14,2023-06,19,12,688,33156,0.58,HO6,2511,1,5,1360,1,19,False,38,9,INTRNL06,Independent,1263.06,1168.33,56.84,189.46,87.89,441572.84,0.0,0,1.0,1.0,12,False,True,False,0.0898,Existing,0.0,True
HA00032254,2022-04-11,2022-04,18,48,340,77380,0.79,HO3,2537,4,1,2459,3,14,True,39,9,INTRNL06,Independent,4098.02,3790.67,184.41,614.7,172.94,599374.47,17061.36,1,0.4986,0.5,6,False,True,False,0.0802,New,16561.36,True
HA00032255,2025-08-06,2025-08,18,12,474,33101,0.92,HO3,2511,1,1,2592,3,38,True,57,2,ASSIST03,Independent,2227.78,2060.7,100.25,334.17,116.83,596907.54,0.0,0,1.0,1.0,12,False,False,False,0.1137,Recurring,0.0,True
HA00032256,2025-11-01,2025-11,18,18,654,60626,0.18,HO3,2511,1,1,1717,1,32,False,26,10,INTRNL06,Direct,1224.33,1132.51,55.09,97.95,86.73,263850.58,0.0,0,1.0,1.0,12,False,False,False,0.0374,New,0.0,False
HA00032257,2025-04-11,2025-04,18,18,1731,62901,0.41,HO3,2537,1,1,1970,1,4,False,53,9,INTRNL06,Captive,2292.38,2120.45,103.16,229.24,118.77,314783.34,0.0,0,0.4986,0.5,6,False,False,False,0.0245,New,0.0,False
HA00032258,2022-12-09,2022-12,18,12,1393,32801,0.53,HO3,2511,1,1,1662,1,71,True,53,5,ASSIST01,Captive,936.57,866.33,42.15,93.66,78.1,257856.23,0.0,0,0.4986,0.5,6,False,False,False,0.0416,Existing,0.0,True
HA00032259,2023-08-02,2023-08,18,06,217,95816,0.42,HO3,2500,1,2,1877,1,40,True,60,5,ASSIST01,Independent,1338.69,1238.29,60.24,200.8,90.16,342499.42,0.0,0,0.4986,0.5,6,False,False,False,0.0151,New,0.0,True
HA00032260,2025-04-29,2025-04,19,06,1153,93101,0.28,HO6,2500,1,1,2546,2,43,True,66,9,INTRNL06,Direct,3119.06,2885.13,140.36,249.52,143.57,416606.36,0.0,0,0.4986,0.5,6,False,True,False,0.1351,Recurring,0.0,True
HA00032261,2024-02-29,2024-02,18,48,1995,79902,0.81,HO3,2511,1,1,2240,2,42,True,37,6,ASSIST01,Independent,2193.98,2029.43,98.73,329.1,115.82,460128.08,0.0,0,0.4986,0.5,6,False,False,False,0.1172,Recurring,0.0,True
HA00032262,2025-09-28,2025-09,19,12,1559,32084,0.66,HO6,2511,1,3,2197,1,18,False,62,5,ASSIST01,Independent,2420.33,2238.81,108.91,363.05,122.61,465754.46,0.0,0,1.0,1.0,12,False,True,False,0.0783,Existing,0.0,True
HA00032263,2024-04-24,2024-04,18,12,1680,33125,0.26,HO3,2511,2,1,2348,3,33,True,36,9,INTRNL06,Captive,4423.28,4091.53,199.05,442.33,182.7,536105.0,0.0,0,1.0,1.0,12,False,False,False,0.0206,New,0.0,False
HA00032264,2022-05-05,2022-05,18,36,663,10002,0.04,HO3,2500,1,2,1269,1,22,False,34,2,ASSIST03,Captive,845.85,782.41,38.06,84.58,75.38,209640.9,0.0,0,1.0,1.0,12,False,False,False,0.1424,Recurring,0.0,True
HA00032265,2024-06-08,2024-06,18,12,896,32205,0.65,HO3,2511,1,1,3072,2,19,True,42,9,INTRNL06,Independent,4939.32,4568.87,222.27,740.9,198.18,409529.94,0.0,0,1.0,1.0,12,False,False,False,0.0019,New,0.0,True
HA00032266,2023-10-31,2023-10,18,06,1855,92101,0.95,HO3,2500,1,1,2167,1,9,True,57,8,INTRNL06,Independent,3504.63,3241.78,157.71,525.69,155.14,471550.23,0.0,0,1.0,1.0,12,True,True,False,0.1486,Recurring,0.0,True
HA00032267,2025-10-15,2025-10,20,18,1309,60626,0.35,HO2,2511,1,1,2128,1,26,True,35,3,ASSIST01,Captive,2087.14,1930.6,93.92,208.71,112.61,322290.96,0.0,0,1.0,1.0,12,False,False,False,0.0797,Existing,0.0,True
HA00032268,2023-05-18,2023-05,18,06,650,94501,0.8,HO3,2511,1,1,1339,2,33,False,60,6,ASSIST01,Captive,1880.48,1739.44,84.62,188.05,106.41,241830.0,0.0,0,1.0,1.0,12,False,True,False,0.0687,Existing,0.0,True
HA00032269,2022-06-22,2022-06,18,26,1663,49503,0.61,HO3,2500,4,1,1665,3,17,True,49,9,INTRNL06,Direct,1306.73,1208.73,58.8,104.54,89.2,542607.5,0.0,0,0.4986,0.5,6,False,False,False,0.0022,New,0.0,False
HA00032270,2024-06-05,2024-06,7,06,1783,91201,0.53,MHO,2500,1,3,2042,3,16,True,57,9,INTRNL06,Direct,1248.57,1154.93,56.19,99.89,87.46,245040.0,0.0,0,1.0,1.0,12,False,True,False,0.059,New,0.0,True
HA00032271,2025-11-18,2025-11,20,48,1390,77380,0.36,HO2,2500,1,2,1848,1,58,False,64,1,ASSIST03,Captive,3060.44,2830.91,137.72,306.04,141.81,459238.45,0.0,0,1.0,1.0,12,False,False,False,0.1162,Recurring,0.0,True
HA00032272,2022-04-30,2022-04,18,18,1959,60601,0.07,HO3,2537,2,5,1895,2,26,True,25,2,ASSIST03,Independent,1455.48,1346.32,65.5,218.32,93.66,374556.7,0.0,0,0.4986,0.5,6,False,False,False,0.0424,New,0.0,False
HA00032273,2022-09-30,2022-09,20,48,964,78702,0.31,HO2,2500,4,5,1947,2,29,True,38,9,INTRNL06,Direct,3189.09,2949.91,143.51,255.13,145.67,626517.8,0.0,0,1.0,1.0,12,False,False,False,0.0266,New,0.0,False
HA00032274,2025-10-13,2025-10,20,26,1329,49503,0.09,HO2,2500,2,2,2572,1,21,True,21,10,INTRNL06,Direct,2885.36,2668.96,129.84,230.83,136.56,548672.54,0.0,0,0.4986,0.5,6,False,False,False,0.0254,New,0.0,True
HA00032275,2025-11-10,2025-11,18,48,1001,77494,0.15,HO3,2511,1,1,2545,2,37,True,32,5,ASSIST01,Independent,3710.65,3432.35,166.98,556.6,161.32,671577.31,0.0,0,1.0,1.0,12,False,False,False,0.0356,Existing,0.0,True
HA00032276,2024-07-01,2024-07,18,26,904,49001,0.08,HO3,2511,1,2,2011,3,23,True,37,8,INTRNL06,Captive,1680.82,1554.76,75.64,168.08,100.42,584705.95,0.0,0,1.0,1.0,12,False,False,False,0.0802,Recurring,0.0,True
HA00032277,2024-05-25,2024-05,18,12,1878,33602,0.82,HO3,2511,4,1,1929,2,38,False,61,9,INTRNL06,Independent,3728.87,3449.2,167.8,559.33,161.87,518319.43,0.0,0,1.0,1.0,12,True,False,False,0.1042,Recurring,0.0,True
HA00032278,2024-05-07,2024-05,18,12,1474,33004,0.14,HO3,2511,1,3,3116,2,52,False,58,10,INTRNL06,Independent,3355.8,3104.12,151.01,503.37,150.67,589505.66,0.0,0,0.4986,0.5,6,False,True,False,0.0778,New,0.0,True
HA00032279,2025-09-04,2025-09,18,12,861,32003,0.63,HO3,2500,1,2,1686,2,21,True,51,8,INTRNL06,Independent,2325.06,2150.68,104.63,348.76,119.75,321810.5,0.0,0,1.0,1.0,12,False,False,False,0.0692,Existing,0.0,True
HA00032280,2022-09-18,2022-09,18,12,1982,33101,0.58,HO3,2500,6,1,1496,1,4,False,41,1,ASSIST03,Independent,3511.9,3248.51,158.04,526.78,155.36,539512.61,24337.86,1,0.4986,0.5,6,False,False,True,0.1488,Recurring,22337.86,False
HA00032281,2025-07-28,2025-07,18,36,1721,10583,0.65,HO3,2511,1,1,2522,2,26,True,43,9,INTRNL06,Independent,2143.04,1982.31,96.44,321.46,114.29,372797.92,0.0,0,1.0,1.0,12,False,False,False,0.0133,New,0.0,False
HA00032282,2025-09-14,2025-09,18,12,1772,33458,0.57,HO3,2500,2,1,2311,1,56,True,36,8,INTRNL06,Independent,3035.51,2807.85,136.6,455.33,141.07,485650.73,0.0,0,1.0,1.0,12,False,False,False,0.0404,New,0.0,True
HA00032283,2025-02-21,2025-02,18,06,1650,91301,0.12,HO3,2511,1,1,2245,3,29,True,48,10,INTRNL06,Direct,2087.26,1930.72,93.93,166.98,112.62,428831.1,0.0,0,1.0,1.0,12,False,False,False,0.033,Existing,0.0,True
HA00032284,2022-10-05,2022-10,7,06,288,95814,0.86,MHO,2500,2,2,1769,1,18,True,29,2,ASSIST03,Captive,961.58,889.46,43.27,96.16,78.85,451361.55,0.0,0,1.0,1.0,12,True,False,False,0.041,Existing,0.0,True
HA00032285,2022-04-03,2022-04,20,06,1254,92037,0.74,HO2,2511,4,2,1742,2,40,True,56,2,ASSIST03,Independent,1773.94,1640.89,79.83,266.09,103.22,699824.72,4418.18,1,1.0,1.0,12,False,True,False,0.1578,Recurring,2918.18,True
HA00032286,2024-08-16,2024-08,7,36,1256,12601,0.15,MHO,2500,1,1,3248,2,35,False,45,3,ASSIST03,Captive,3121.31,2887.21,140.46,312.13,143.64,526874.16,16038.35,2,1.0,1.0,12,False,False,True,0.0625,Existing,14038.35,True
HA00032287,2024-04-02,2024-04,19,12,599,33458,0.94,HO6,2537,2,1,3027,2,17,False,37,3,ASSIST03,Independent,4011.73,3710.85,180.53,601.76,170.35,508102.45,14373.46,2,1.0,1.0,12,False,False,False,0.0412,New,13373.46,False
HA00032288,2022-05-08,2022-05,18,12,1461,33139,0.14,HO3,2500,1,2,2748,2,40,False,33,1,ASSIST03,Independent,3080.44,2849.41,138.62,462.07,142.41,428081.65,0.0,0,1.0,1.0,12,False,False,False,0.0049,New,0.0,True
HA00032289,2023-06-16,2023-06,19,12,1637,33101,0.86,HO6,2537,6,3,2211,1,1,True,47,9,INTRNL06,Captive,5358.89,4956.97,241.15,535.89,210.77,744423.89,0.0,0,1.0,1.0,12,False,False,False,0.0466,New,0.0,True
HA00032290,2024-02-12,2024-02,18,12,1334,33139,0.02,HO3,2537,1,2,2355,2,27,False,57,9,INTRNL06,Independent,1907.85,1764.76,85.85,286.18,107.24,541104.38,0.0,0,0.4986,0.5,6,False,False,False,0.0085,New,0.0,True
HA00032291,2022-06-16,2022-06,18,48,974,77494,0.68,HO3,2511,4,1,2798,2,10,True,65,9,INTRNL06,Independent,2919.6,2700.63,131.38,437.94,137.59,700629.92,0.0,0,0.4986,0.5,6,False,True,False,0.0647,Existing,0.0,True
HA00032292,2024-04-10,2024-04,18,26,116,48640,0.01,HO3,2511,2,2,1727,1,1,False,43,9,INTRNL06,Independent,1331.05,1231.22,59.9,199.66,89.93,614514.4,0.0,0,1.0,1.0,12,False,True,False,0.0743,Existing,0.0,True
HA00032293,2022-08-24,2022-08,19,48,1564,77019,0.7,HO6,2511,2,1,1364,2,42,True,58,2,ASSIST03,Direct,858.2,793.84,38.62,68.66,75.75,394554.32,0.0,0,0.4986,0.5,6,False,True,False,0.0901,Existing,0.0,True
HA00032294,2024-11-21,2024-11,19,48,1237,75201,0.35,HO6,2500,6,5,3892,1,53,False,64,2,ASSIST03,Direct,4803.93,4443.64,216.18,384.31,194.12,2403756.19,0.0,0,1.0,1.0,12,False,False,False,0.0184,New,0.0,True
HA00032295,2025-06-08,2025-06,7,36,400,10036,0.35,MHO,2500,1,1,1661,2,34,True,32,1,ASSIST03,Captive,2138.87,1978.45,96.25,213.89,114.17,261369.48,0.0,0,1.0,1.0,12,True,False,True,0.0811,Recurring,0.0,False
HA00032296,2022-07-10,2022-07,18,18,1398,61101,0.16,HO3,2500,1,3,1803,1,12,True,38,9,INTRNL06,Independent,1764.11,1631.8,79.38,264.62,102.92,332752.33,0.0,0,1.0,1.0,12,False,True,False,0.0796,Existing,0.0,True
HA00032297,2023-10-19,2023-10,18,26,166,49503,0.07,HO3,2500,2,1,2302,2,32,False,55,2,ASSIST03,Independent,2064.27,1909.45,92.89,309.64,111.93,410607.9,0.0,0,1.0,1.0,12,False,True,False,0.0727,New,0.0,True
HA00032298,2023-09-05,2023-09,18,36,890,10007,0.11,HO3,2511,1,1,1339,2,55,True,53,7,ASSIST01,Independent,1553.79,1437.26,69.92,233.07,96.61,313794.24,0.0,0,1.0,1.0,12,False,False,False,0.02,New,0.0,True
HA00032299,2022-09-12,2022-09,18,48,530,77019,0.06,HO3,2500,2,1,1982,1,57,True,26,1,ASSIST03,Captive,3194.21,2954.64,143.74,319.42,145.83,545653.44,0.0,0,0.4986,0.5,6,False,False,True,0.113,Recurring,0.0,True
HA00032300,2025-07-26,2025-07,18,12,1272,32801,0.17,HO3,2537,6,1,3167,3,20,True,21,9,INTRNL06,Independent,6121.48,5662.37,275.47,918.22,233.64,1678084.63,0.0,0,0.4986,0.5,6,False,False,False,0.0494,Existing,0.0,False
HA00032301,2024-08-30,2024-08,18,06,1478,91101,0.48,HO3,2537,1,3,3048,1,41,True,58,9,INTRNL06,Independent,4324.15,3999.84,194.59,648.62,179.72,365760.0,0.0,0,1.0,1.0,12,False,True,False,0.1058,Existing,0.0,True
HA00032302,2024-12-15,2024-12,18,12,1638,33705,0.76,HO3,2511,4,1,2464,1,38,True,41,2,ASSIST03,Direct,5962.42,5515.24,268.31,476.99,228.87,1003793.56,26127.33,2,1.0,1.0,12,False,True,True,0.1787,Recurring,24627.33,True
HA00032303,2023-10-11,2023-10,18,12,809,32801,0.89,HO3,2511,1,2,1903,1,26,False,52,10,INTRNL06,Independent,2285.28,2113.88,102.84,342.79,118.56,516286.71,0.0,0,1.0,1.0,12,False,False,False,0.1152,Recurring,0.0,True
HA00032304,2022-04-16,2022-04,19,18,1395,60901,0.0,HO6,2511,1,1,2549,1,17,False,69,2,ASSIST03,Captive,2528.14,2338.53,113.77,252.81,125.84,529164.99,0.0,0,1.0,1.0,12,False,True,False,0.0996,Existing,0.0,True
